"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions"
"1753","JN626286.1","Halobacillus_dabanensis_","37","132","152","4046","66120"
"1754","LN864819.1","Halobacillus_dabanensis_","57","132","152","4046","66120"
"1755","NZ_KX523901.1","Halobacillus_dabanensis_","12","82","81","4046","66120"
"1756","MT441554.1","Halobacillus_dabanensis_","18","84","82","4046","66120"
"1757","JN626286.1","Porphyromonas_gingivalis_W83_","37","39","38","1932","26404"
"1758","LN864819.1","Porphyromonas_gingivalis_W83_","57","39","38","1932","26404"
"1759","NZ_KX523901.1","Porphyromonas_gingivalis_W83_","12","62","66","1932","26404"
"1760","MT441554.1","Porphyromonas_gingivalis_W83_","18","66","70","1932","26404"
"1761","JN626286.1","Rhodopirellula_baltica_SH_1_","37","66","69","7362","94154"
"1762","LN864819.1","Rhodopirellula_baltica_SH_1_","57","215","244","7362","94154"
"1763","NZ_KX523901.1","Rhodopirellula_baltica_SH_1_","12","36","35","7362","94154"
"1764","MT441554.1","Rhodopirellula_baltica_SH_1_","18","36","35","7362","94154"
"1765","JN626286.1","Acidithiobacillus_ferrooxidans_ATCC_23270_","37","62","72","3163","37169"
"1766","LN864819.1","Acidithiobacillus_ferrooxidans_ATCC_23270_","57","94","107","3163","37169"
"1767","NZ_KX523901.1","Acidithiobacillus_ferrooxidans_ATCC_23270_","12","14","13","3163","37169"
"1768","MT441554.1","Acidithiobacillus_ferrooxidans_ATCC_23270_","18","63","61","3163","37169"
"1769","JN626286.1","Burkholderia_mallei_ATCC_23344_","37","28","27","6597","62799"
"1770","LN864819.1","Burkholderia_mallei_ATCC_23344_","57","28","27","6597","62799"
"1771","NZ_KX523901.1","Burkholderia_mallei_ATCC_23344_","12","0","0","6597","62799"
"1772","MT441554.1","Burkholderia_mallei_ATCC_23344_","18","25","24","6597","62799"
"1773","JN626286.1","Chlamydia_muridarum_str._Nigg_","37","59","60","911","11806"
"1774","LN864819.1","Chlamydia_muridarum_str._Nigg_","57","59","60","911","11806"
"1775","NZ_KX523901.1","Chlamydia_muridarum_str._Nigg_","12","41","40","911","11806"
"1776","MT441554.1","Chlamydia_muridarum_str._Nigg_","18","45","44","911","11806"
"1777","JN626286.1","Dehalococcoides_mccartyi_195_","37","67","67","1625","19352"
"1778","LN864819.1","Dehalococcoides_mccartyi_195_","57","67","67","1625","19352"
"1779","NZ_KX523901.1","Dehalococcoides_mccartyi_195_","12","52","51","1625","19352"
"1780","MT441554.1","Dehalococcoides_mccartyi_195_","18","57","55","1625","19352"
"1781","JN626286.1","Deinococcus_radiodurans_R1_","37","63","63","2940","38665"
"1782","LN864819.1","Deinococcus_radiodurans_R1_","57","63","63","2940","38665"
"1783","NZ_KX523901.1","Deinococcus_radiodurans_R1_","12","45","44","2940","38665"
"1784","MT441554.1","Deinococcus_radiodurans_R1_","18","45","44","2940","38665"
"1785","JN626286.1","Geobacter_sulfurreducens_PCA_","37","98","98","4632","60394"
"1786","LN864819.1","Geobacter_sulfurreducens_PCA_","57","98","98","4632","60394"
"1787","NZ_KX523901.1","Geobacter_sulfurreducens_PCA_","12","0","0","4632","60394"
"1788","MT441554.1","Geobacter_sulfurreducens_PCA_","18","17","17","4632","60394"
"1789","JN626286.1","Methylococcus_capsulatus_str._Bath_","37","0","0","4007","37071"
"1790","LN864819.1","Methylococcus_capsulatus_str._Bath_","57","27","26","4007","37071"
"1791","NZ_KX523901.1","Methylococcus_capsulatus_str._Bath_","12","0","0","4007","37071"
"1792","MT441554.1","Methylococcus_capsulatus_str._Bath_","18","38","37","4007","37071"
"1793","JN626286.1","Photorhabdus_luminescens_subsp._laumondii_TTO1_","37","116","133","4742","65744"
"1794","LN864819.1","Photorhabdus_luminescens_subsp._laumondii_TTO1_","57","92","108","4742","65744"
"1795","NZ_KX523901.1","Photorhabdus_luminescens_subsp._laumondii_TTO1_","12","46","45","4742","65744"
"1796","MT441554.1","Photorhabdus_luminescens_subsp._laumondii_TTO1_","18","57","56","4742","65744"
"1797","JN626286.1","Mycoplasma_arthritidis_158L3-1_","37","60","67","631","10029"
"1798","LN864819.1","Mycoplasma_arthritidis_158L3-1_","57","60","67","631","10029"
"1799","NZ_KX523901.1","Mycoplasma_arthritidis_158L3-1_","12","45","44","631","10029"
"1800","MT441554.1","Mycoplasma_arthritidis_158L3-1_","18","52","50","631","10029"
"1801","JN626286.1","Mycoplasma_genitalium_G37_","37","66","65","476","12732"
"1802","LN864819.1","Mycoplasma_genitalium_G37_","57","66","65","476","12732"
"1803","NZ_KX523901.1","Mycoplasma_genitalium_G37_","12","66","65","476","12732"
"1804","MT441554.1","Mycoplasma_genitalium_G37_","18","66","65","476","12732"
"1805","JN626286.1","Thermotoga_maritima_MSB8_","37","49","48","1871","32607"
"1806","LN864819.1","Thermotoga_maritima_MSB8_","57","49","48","1871","32607"
"1807","NZ_KX523901.1","Thermotoga_maritima_MSB8_","12","49","48","1871","32607"
"1808","MT441554.1","Thermotoga_maritima_MSB8_","18","49","48","1871","32607"
"1809","JN626286.1","Treponema_denticola_ATCC_35405_","37","75","74","2779","38023"
"1810","LN864819.1","Treponema_denticola_ATCC_35405_","57","75","74","2779","38023"
"1811","NZ_KX523901.1","Treponema_denticola_ATCC_35405_","12","75","74","2779","38023"
"1812","MT441554.1","Treponema_denticola_ATCC_35405_","18","96","97","2779","38023"
"1813","JN626286.1","Treponema_pallidum_subsp._pallidum_str._Nichols_","37","29","38","978","21673"
"1814","LN864819.1","Treponema_pallidum_subsp._pallidum_str._Nichols_","57","29","38","978","21673"
"1815","NZ_KX523901.1","Treponema_pallidum_subsp._pallidum_str._Nichols_","12","0","0","978","21673"
"1816","MT441554.1","Treponema_pallidum_subsp._pallidum_str._Nichols_","18","0","0","978","21673"
"1817","JN626286.1","Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_","37","161","170","3860","73449"
"1818","LN864819.1","Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_","57","161","170","3860","73449"
"1819","NZ_KX523901.1","Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_","12","101","100","3860","73449"
"1820","MT441554.1","Vibrio_cholerae_O1_biovar_El_Tor_str._N16961_","18","140","151","3860","73449"
"1821","JN626286.1","Chromobacterium_violaceum_ATCC_12472_","37","182","220","4414","72864"
"1822","LN864819.1","Chromobacterium_violaceum_ATCC_12472_","57","182","220","4414","72864"
"1823","NZ_KX523901.1","Chromobacterium_violaceum_ATCC_12472_","12","146","178","4414","72864"
"1824","MT441554.1","Chromobacterium_violaceum_ATCC_12472_","18","164","205","4414","72864"
"1825","JN626286.1","Pseudomonas_lutea_","37","22","21","4612","87815"
"1826","LN864819.1","Pseudomonas_lutea_","57","22","21","4612","87815"
"1827","NZ_KX523901.1","Pseudomonas_lutea_","12","0","0","4612","87815"
"1828","MT441554.1","Pseudomonas_lutea_","18","27","26","4612","87815"
"1829","JN626286.1","Candidatus_Caedibacter_acanthamoebae_","37","0","0","1470","13574"
"1830","LN864819.1","Candidatus_Caedibacter_acanthamoebae_","57","0","0","1470","13574"
"1831","NZ_KX523901.1","Candidatus_Caedibacter_acanthamoebae_","12","0","0","1470","13574"
"1832","MT441554.1","Candidatus_Caedibacter_acanthamoebae_","18","0","0","1470","13574"
"1833","JN626286.1","Candidatus_Paracaedibacter_symbiosus_","37","0","0","2495","32302"
"1834","LN864819.1","Candidatus_Paracaedibacter_symbiosus_","57","0","0","2495","32302"
"1835","NZ_KX523901.1","Candidatus_Paracaedibacter_symbiosus_","12","0","0","2495","32302"
"1836","MT441554.1","Candidatus_Paracaedibacter_symbiosus_","18","0","0","2495","32302"
"1837","JN626286.1","Carboxydothermus_hydrogenoformans_Z-2901_","37","34","57","2624","38640"
"1838","LN864819.1","Carboxydothermus_hydrogenoformans_Z-2901_","57","34","57","2624","38640"
"1839","NZ_KX523901.1","Carboxydothermus_hydrogenoformans_Z-2901_","12","0","0","2624","38640"
"1840","MT441554.1","Carboxydothermus_hydrogenoformans_Z-2901_","18","33","32","2624","38640"
"1841","JN626286.1","Dichelobacter_nodosus_VCS1703A_","37","0","0","1281","17684"
"1842","LN864819.1","Dichelobacter_nodosus_VCS1703A_","57","0","0","1281","17684"
"1843","NZ_KX523901.1","Dichelobacter_nodosus_VCS1703A_","12","0","0","1281","17684"
"1844","MT441554.1","Dichelobacter_nodosus_VCS1703A_","18","27","26","1281","17684"
"1845","JN626286.1","Mycobacterium_smegmatis_str._MC2_155_","37","181","204","6692","111836"
"1846","LN864819.1","Mycobacterium_smegmatis_str._MC2_155_","57","181","204","6692","111836"
"1847","NZ_KX523901.1","Mycobacterium_smegmatis_str._MC2_155_","12","87","85","6692","111836"
"1848","MT441554.1","Mycobacterium_smegmatis_str._MC2_155_","18","105","110","6692","111836"
"1849","JN626286.1","Myxococcus_xanthus_DK_1622_","37","100","100","7339","110146"
"1850","LN864819.1","Myxococcus_xanthus_DK_1622_","57","100","100","7339","110146"
"1851","NZ_KX523901.1","Myxococcus_xanthus_DK_1622_","12","79","78","7339","110146"
"1852","MT441554.1","Myxococcus_xanthus_DK_1622_","18","93","100","7339","110146"
"1853","JN626286.1","Ruminococcus_albus_8_","37","0","0","3839","47513"
"1854","LN864819.1","Ruminococcus_albus_8_","57","0","0","3839","47513"
"1855","NZ_KX523901.1","Ruminococcus_albus_8_","12","0","0","3839","47513"
"1856","MT441554.1","Ruminococcus_albus_8_","18","0","0","3839","47513"
"1857","JN626286.1","Ruegeria_pomeroyi_DSS-3_","37","122","156","4283","53713"
"1858","LN864819.1","Ruegeria_pomeroyi_DSS-3_","57","122","156","4283","53713"
"1859","NZ_KX523901.1","Ruegeria_pomeroyi_DSS-3_","12","64","63","4283","53713"
"1860","MT441554.1","Ruegeria_pomeroyi_DSS-3_","18","89","94","4283","53713"
"1861","JN626286.1","Streptococcus_mitis_NCTC_12261_","37","0","0","1636","28219"
"1862","LN864819.1","Streptococcus_mitis_NCTC_12261_","57","60","64","1636","28219"
"1863","NZ_KX523901.1","Streptococcus_mitis_NCTC_12261_","12","8","7","1636","28219"
"1864","MT441554.1","Streptococcus_mitis_NCTC_12261_","18","8","7","1636","28219"
"1865","JN626286.1","Nocardia_farcinica_IFM_10152_","37","67","66","5854","77161"
"1866","LN864819.1","Nocardia_farcinica_IFM_10152_","57","67","66","5854","77161"
"1867","NZ_KX523901.1","Nocardia_farcinica_IFM_10152_","12","67","66","5854","77161"
"1868","MT441554.1","Nocardia_farcinica_IFM_10152_","18","81","82","5854","77161"
"1869","JN626286.1","planctomycete_KSU-1_","37","20","19","3631","47960"
"1870","LN864819.1","planctomycete_KSU-1_","57","20","19","3631","47960"
"1871","NZ_KX523901.1","planctomycete_KSU-1_","12","0","0","3631","47960"
"1872","MT441554.1","planctomycete_KSU-1_","18","0","0","3631","47960"
"1873","JN626286.1","marine_gamma_proteobacterium_HTCC2143_","37","26","25","3662","52733"
"1874","LN864819.1","marine_gamma_proteobacterium_HTCC2143_","57","26","25","3662","52733"
"1875","NZ_KX523901.1","marine_gamma_proteobacterium_HTCC2143_","12","0","0","3662","52733"
"1876","MT441554.1","marine_gamma_proteobacterium_HTCC2143_","18","38","37","3662","52733"
"1877","JN626286.1","marine_gamma_proteobacterium_HTCC2148_","37","30","40","3828","65675"
"1878","LN864819.1","marine_gamma_proteobacterium_HTCC2148_","57","30","40","3828","65675"
"1879","NZ_KX523901.1","marine_gamma_proteobacterium_HTCC2148_","12","0","0","3828","65675"
"1880","MT441554.1","marine_gamma_proteobacterium_HTCC2148_","18","43","42","3828","65675"
"1881","JN626286.1","marine_gamma_proteobacterium_HTCC2080_","37","0","0","3185","48706"
"1882","LN864819.1","marine_gamma_proteobacterium_HTCC2080_","57","0","0","3185","48706"
"1883","NZ_KX523901.1","marine_gamma_proteobacterium_HTCC2080_","12","0","0","3185","48706"
"1884","MT441554.1","marine_gamma_proteobacterium_HTCC2080_","18","40","39","3185","48706"
"1885","JN626286.1","Chroococcidiopsis_thermalis_PCC_7203_","37","21","20","5413","64582"
"1886","LN864819.1","Chroococcidiopsis_thermalis_PCC_7203_","57","21","20","5413","64582"
"1887","NZ_KX523901.1","Chroococcidiopsis_thermalis_PCC_7203_","12","0","0","5413","64582"
"1888","MT441554.1","Chroococcidiopsis_thermalis_PCC_7203_","18","0","0","5413","64582"
"1889","JN626286.1","Oceanicola_batsensis_HTCC2597_","37","22","21","3372","58005"
"1890","LN864819.1","Oceanicola_batsensis_HTCC2597_","57","22","21","3372","58005"
"1891","NZ_KX523901.1","Oceanicola_batsensis_HTCC2597_","12","0","0","3372","58005"
"1892","MT441554.1","Oceanicola_batsensis_HTCC2597_","18","16","15","3372","58005"
"1893","JN626286.1","Streptomyces_sp._C_","37","0","0","7551","124799"
"1894","LN864819.1","Streptomyces_sp._C_","57","0","0","7551","124799"
"1895","NZ_KX523901.1","Streptomyces_sp._C_","12","0","0","7551","124799"
"1896","MT441554.1","Streptomyces_sp._C_","18","0","0","7551","124799"
"1897","JN626286.1","Ehrlichia_ruminantium_str._Welgevonden_","37","58","71","888","13368"
"1898","LN864819.1","Ehrlichia_ruminantium_str._Welgevonden_","57","58","71","888","13368"
"1899","NZ_KX523901.1","Ehrlichia_ruminantium_str._Welgevonden_","12","35","34","888","13368"
"1900","MT441554.1","Ehrlichia_ruminantium_str._Welgevonden_","18","40","40","888","13368"
"1901","JN626286.1","Dehalococcoides_mccartyi_CBDB1_","37","68","70","1458","16752"
"1902","LN864819.1","Dehalococcoides_mccartyi_CBDB1_","57","68","70","1458","16752"
"1903","NZ_KX523901.1","Dehalococcoides_mccartyi_CBDB1_","12","51","50","1458","16752"
"1904","MT441554.1","Dehalococcoides_mccartyi_CBDB1_","18","61","61","1458","16752"
"1905","JN626286.1","Bordetella_bronchiseptica_RB50_","37","192","252","5058","82481"
"1906","LN864819.1","Bordetella_bronchiseptica_RB50_","57","192","252","5058","82481"
"1907","NZ_KX523901.1","Bordetella_bronchiseptica_RB50_","12","76","75","5058","82481"
"1908","MT441554.1","Bordetella_bronchiseptica_RB50_","18","119","129","5058","82481"
"1909","JN626286.1","Bordetella_pertussis_Tohama_I_","37","138","174","3475","43346"
"1910","LN864819.1","Bordetella_pertussis_Tohama_I_","57","138","174","3475","43346"
"1911","NZ_KX523901.1","Bordetella_pertussis_Tohama_I_","12","57","56","3475","43346"
"1912","MT441554.1","Bordetella_pertussis_Tohama_I_","18","83","90","3475","43346"
"1913","JN626286.1","Lactobacillus_johnsonii_NCC_533_","37","0","0","1823","26462"
"1914","LN864819.1","Lactobacillus_johnsonii_NCC_533_","57","0","0","1823","26462"
"1915","NZ_KX523901.1","Lactobacillus_johnsonii_NCC_533_","12","0","0","1823","26462"
"1916","MT441554.1","Lactobacillus_johnsonii_NCC_533_","18","23","22","1823","26462"
"1917","JN626286.1","Rickettsia_typhi_str._Wilmington_","37","75","98","839","15181"
"1918","LN864819.1","Rickettsia_typhi_str._Wilmington_","57","75","98","839","15181"
"1919","NZ_KX523901.1","Rickettsia_typhi_str._Wilmington_","12","42","41","839","15181"
"1920","MT441554.1","Rickettsia_typhi_str._Wilmington_","18","75","78","839","15181"
"1921","JN626286.1","Kitasatospora_arboriphila_","37","0","0","5211","96126"
"1922","LN864819.1","Kitasatospora_arboriphila_","57","0","0","5211","96126"
"1923","NZ_KX523901.1","Kitasatospora_arboriphila_","12","0","0","5211","96126"
"1924","MT441554.1","Kitasatospora_arboriphila_","18","0","0","5211","96126"
"1925","JN626286.1","Mycobacterium_cosmeticum_","37","55","54","6281","126611"
"1926","LN864819.1","Mycobacterium_cosmeticum_","57","55","54","6281","126611"
"1927","NZ_KX523901.1","Mycobacterium_cosmeticum_","12","0","0","6281","126611"
"1928","MT441554.1","Mycobacterium_cosmeticum_","18","18","17","6281","126611"
"1929","JN626286.1","Rhodopseudomonas_palustris_CGA009_","37","150","151","4828","102643"
"1930","LN864819.1","Rhodopseudomonas_palustris_CGA009_","57","150","151","4828","102643"
"1931","NZ_KX523901.1","Rhodopseudomonas_palustris_CGA009_","12","77","76","4828","102643"
"1932","MT441554.1","Rhodopseudomonas_palustris_CGA009_","18","121","124","4828","102643"
"1933","JN626286.1","Psychrobacter_arcticus_273-4_","37","70","74","2130","30388"
"1934","LN864819.1","Psychrobacter_arcticus_273-4_","57","65","68","2130","30388"
"1935","NZ_KX523901.1","Psychrobacter_arcticus_273-4_","12","41","40","2130","30388"
"1936","MT441554.1","Psychrobacter_arcticus_273-4_","18","65","68","2130","30388"
"1937","JN626286.1","Bacillus_anthracis_str._Sterne_","37","108","108","5287","58828"
"1938","LN864819.1","Bacillus_anthracis_str._Sterne_","57","108","108","5287","58828"
"1939","NZ_KX523901.1","Bacillus_anthracis_str._Sterne_","12","78","77","5287","58828"
"1940","MT441554.1","Bacillus_anthracis_str._Sterne_","18","96","98","5287","58828"
"1941","JN626286.1","Nitrosomonas_sp._Is79A3_","37","0","0","3372","38246"
"1942","LN864819.1","Nitrosomonas_sp._Is79A3_","57","0","0","3372","38246"
"1943","NZ_KX523901.1","Nitrosomonas_sp._Is79A3_","12","0","0","3372","38246"
"1944","MT441554.1","Nitrosomonas_sp._Is79A3_","18","31","30","3372","38246"
"1945","JN626286.1","Buchnera_aphidicola_","37","42","41","359","8681"
"1946","LN864819.1","Buchnera_aphidicola_","57","42","41","359","8681"
"1947","NZ_KX523901.1","Buchnera_aphidicola_","12","42","41","359","8681"
"1948","MT441554.1","Buchnera_aphidicola_","18","42","41","359","8681"
"1949","JN626286.1","Mycobacterium_avium_subsp._paratuberculosis_K-10_","37","134","151","4356","66740"
"1950","LN864819.1","Mycobacterium_avium_subsp._paratuberculosis_K-10_","57","121","138","4356","66740"
"1951","NZ_KX523901.1","Mycobacterium_avium_subsp._paratuberculosis_K-10_","12","60","59","4356","66740"
"1952","MT441554.1","Mycobacterium_avium_subsp._paratuberculosis_K-10_","18","68","68","4356","66740"
"1953","JN626286.1","Exiguobacterium_sibiricum_255-15_","37","0","0","3014","38749"
"1954","LN864819.1","Exiguobacterium_sibiricum_255-15_","57","0","0","3014","38749"
"1955","NZ_KX523901.1","Exiguobacterium_sibiricum_255-15_","12","0","0","3014","38749"
"1956","MT441554.1","Exiguobacterium_sibiricum_255-15_","18","21","20","3014","38749"
"1957","JN626286.1","Mycoplasma_hyopneumoniae_J_","37","58","57","677","11252"
"1958","LN864819.1","Mycoplasma_hyopneumoniae_J_","57","58","57","677","11252"
"1959","NZ_KX523901.1","Mycoplasma_hyopneumoniae_J_","12","58","57","677","11252"
"1960","MT441554.1","Mycoplasma_hyopneumoniae_J_","18","58","57","677","11252"
"1961","JN626286.1","Mycoplasma_synoviae_53_","37","41","40","682","9415"
"1962","LN864819.1","Mycoplasma_synoviae_53_","57","41","40","682","9415"
"1963","NZ_KX523901.1","Mycoplasma_synoviae_53_","12","41","40","682","9415"
"1964","MT441554.1","Mycoplasma_synoviae_53_","18","41","40","682","9415"
"1965","JN626286.1","Thermus_thermophilus_HB27_","37","15","14","2215","36088"
"1966","LN864819.1","Thermus_thermophilus_HB27_","57","15","14","2215","36088"
"1967","NZ_KX523901.1","Thermus_thermophilus_HB27_","12","0","0","2215","36088"
"1968","MT441554.1","Thermus_thermophilus_HB27_","18","17","16","2215","36088"
"1969","JN626286.1","Onion_yellows_phytoplasma_OY-M_","37","0","0","780","15449"
"1970","LN864819.1","Onion_yellows_phytoplasma_OY-M_","57","0","0","780","15449"
"1971","NZ_KX523901.1","Onion_yellows_phytoplasma_OY-M_","12","0","0","780","15449"
"1972","MT441554.1","Onion_yellows_phytoplasma_OY-M_","18","0","0","780","15449"
"1973","JN626286.1","Verrucosispora_maris_AB-18-032_","37","0","0","6009","71150"
"1974","LN864819.1","Verrucosispora_maris_AB-18-032_","57","0","0","6009","71150"
"1975","NZ_KX523901.1","Verrucosispora_maris_AB-18-032_","12","0","0","6009","71150"
"1976","MT441554.1","Verrucosispora_maris_AB-18-032_","18","16","15","6009","71150"
"1977","JN626286.1","Ralstonia_eutropha_JMP134_","37","59","58","6365","104892"
"1978","LN864819.1","Ralstonia_eutropha_JMP134_","57","65","63","6365","104892"
"1979","NZ_KX523901.1","Ralstonia_eutropha_JMP134_","12","0","0","6365","104892"
"1980","MT441554.1","Ralstonia_eutropha_JMP134_","18","33","32","6365","104892"
"1981","JN626286.1","Streptococcus_thermophilus_LMG_18311_","37","0","0","1895","24893"
"1982","LN864819.1","Streptococcus_thermophilus_LMG_18311_","57","0","0","1895","24893"
"1983","NZ_KX523901.1","Streptococcus_thermophilus_LMG_18311_","12","0","0","1895","24893"
"1984","MT441554.1","Streptococcus_thermophilus_LMG_18311_","18","0","0","1895","24893"
"1985","JN626286.1","Candidatus_Protochlamydia_amoebophila_UWE25_","37","91","164","2036","20080"
"1986","LN864819.1","Candidatus_Protochlamydia_amoebophila_UWE25_","57","96","169","2036","20080"
"1987","NZ_KX523901.1","Candidatus_Protochlamydia_amoebophila_UWE25_","12","72","77","2036","20080"
"1988","MT441554.1","Candidatus_Protochlamydia_amoebophila_UWE25_","18","77","83","2036","20080"
"1989","JN626286.1","Chlamydophila_felis_Fe-C-56_","37","59","62","1013","11391"
"1990","LN864819.1","Chlamydophila_felis_Fe-C-56_","57","59","62","1013","11391"
"1991","NZ_KX523901.1","Chlamydophila_felis_Fe-C-56_","12","39","38","1013","11391"
"1992","MT441554.1","Chlamydophila_felis_Fe-C-56_","18","42","41","1013","11391"
"1993","JN626286.1","Zymomonas_mobilis_subsp._mobilis_ZM4_=_ATCC_31821_","37","0","0","1736","21271"
"1994","LN864819.1","Zymomonas_mobilis_subsp._mobilis_ZM4_=_ATCC_31821_","57","0","0","1736","21271"
"1995","NZ_KX523901.1","Zymomonas_mobilis_subsp._mobilis_ZM4_=_ATCC_31821_","12","0","0","1736","21271"
"1996","MT441554.1","Zymomonas_mobilis_subsp._mobilis_ZM4_=_ATCC_31821_","18","0","0","1736","21271"
"1997","JN626286.1","Bdellovibrio_bacteriovorus_HD100_","37","118","126","3587","46222"
"1998","LN864819.1","Bdellovibrio_bacteriovorus_HD100_","57","149","158","3587","46222"
"1999","NZ_KX523901.1","Bdellovibrio_bacteriovorus_HD100_","12","81","80","3587","46222"
"2000","MT441554.1","Bdellovibrio_bacteriovorus_HD100_","18","81","80","3587","46222"
"2001","JN626286.1","Pseudomonas_syringae_pv._phaseolicola_1448A_","37","185","205","5129","83090"
"2002","LN864819.1","Pseudomonas_syringae_pv._phaseolicola_1448A_","57","185","205","5129","83090"
"2003","NZ_KX523901.1","Pseudomonas_syringae_pv._phaseolicola_1448A_","12","0","0","5129","83090"
"2004","MT441554.1","Pseudomonas_syringae_pv._phaseolicola_1448A_","18","22","21","5129","83090"
"2005","JN626286.1","Prevotella_ruminicola_23_","37","25","24","2765","39739"
"2006","LN864819.1","Prevotella_ruminicola_23_","57","25","24","2765","39739"
"2007","NZ_KX523901.1","Prevotella_ruminicola_23_","12","25","24","2765","39739"
"2008","MT441554.1","Prevotella_ruminicola_23_","18","40","39","2765","39739"
"2009","JN626286.1","Moorella_thermoacetica_ATCC_39073_","37","31","30","2467","37044"
"2010","LN864819.1","Moorella_thermoacetica_ATCC_39073_","57","31","30","2467","37044"
"2011","NZ_KX523901.1","Moorella_thermoacetica_ATCC_39073_","12","0","0","2467","37044"
"2012","MT441554.1","Moorella_thermoacetica_ATCC_39073_","18","17","16","2467","37044"
"2013","JN626286.1","Methylobacillus_flagellatus_KT_","37","23","22","2872","39002"
"2014","LN864819.1","Methylobacillus_flagellatus_KT_","57","23","22","2872","39002"
"2015","NZ_KX523901.1","Methylobacillus_flagellatus_KT_","12","0","0","2872","39002"
"2016","MT441554.1","Methylobacillus_flagellatus_KT_","18","23","22","2872","39002"
"2017","JN626286.1","Mesoplasma_florum_L1_","37","0","0","906","15095"
"2018","LN864819.1","Mesoplasma_florum_L1_","57","0","0","906","15095"
"2019","NZ_KX523901.1","Mesoplasma_florum_L1_","12","0","0","906","15095"
"2020","MT441554.1","Mesoplasma_florum_L1_","18","0","0","906","15095"
"2021","JN626286.1","Bacillus_cibi_","37","0","0","3781","60192"
"2022","LN864819.1","Bacillus_cibi_","57","0","0","3781","60192"
"2023","NZ_KX523901.1","Bacillus_cibi_","12","0","0","3781","60192"
"2024","MT441554.1","Bacillus_cibi_","18","0","0","3781","60192"
"2025","JN626286.1","Rubrobacter_xylanophilus_DSM_9941_","37","0","0","3147","38796"
"2026","LN864819.1","Rubrobacter_xylanophilus_DSM_9941_","57","47","46","3147","38796"
"2027","NZ_KX523901.1","Rubrobacter_xylanophilus_DSM_9941_","12","0","0","3147","38796"
"2028","MT441554.1","Rubrobacter_xylanophilus_DSM_9941_","18","0","0","3147","38796"
"2029","JN626286.1","Cupriavidus_metallidurans_CH34_","37","73","100","6169","90771"
"2030","LN864819.1","Cupriavidus_metallidurans_CH34_","57","105","152","6169","90771"
"2031","NZ_KX523901.1","Cupriavidus_metallidurans_CH34_","12","0","0","6169","90771"
"2032","MT441554.1","Cupriavidus_metallidurans_CH34_","18","10","9","6169","90771"
"2033","JN626286.1","Burkholderia_xenovorans_LB400_","37","40","39","8760","145285"
"2034","LN864819.1","Burkholderia_xenovorans_LB400_","57","95","95","8760","145285"
"2035","NZ_KX523901.1","Burkholderia_xenovorans_LB400_","12","0","0","8760","145285"
"2036","MT441554.1","Burkholderia_xenovorans_LB400_","18","25","24","8760","145285"
"2037","JN626286.1","Chryseobacterium_antarcticum_","37","0","0","2662","32353"
"2038","LN864819.1","Chryseobacterium_antarcticum_","57","0","0","2662","32353"
"2039","NZ_KX523901.1","Chryseobacterium_antarcticum_","12","0","0","2662","32353"
"2040","MT441554.1","Chryseobacterium_antarcticum_","18","0","0","2662","32353"
"2041","JN626286.1","Porphyromonas_gingivicanis_","37","0","0","1433","19834"
"2042","LN864819.1","Porphyromonas_gingivicanis_","57","0","0","1433","19834"
"2043","NZ_KX523901.1","Porphyromonas_gingivicanis_","12","0","0","1433","19834"
"2044","MT441554.1","Porphyromonas_gingivicanis_","18","0","0","1433","19834"
"2045","JN626286.1","Chelativorans_sp._BNC1_","37","26","25","4178","57277"
"2046","LN864819.1","Chelativorans_sp._BNC1_","57","26","25","4178","57277"
"2047","NZ_KX523901.1","Chelativorans_sp._BNC1_","12","0","0","4178","57277"
"2048","MT441554.1","Chelativorans_sp._BNC1_","18","21","20","4178","57277"
"2049","JN626286.1","Thalassobacter_stenotrophicus_","37","35","54","2997","65932"
"2050","LN864819.1","Thalassobacter_stenotrophicus_","57","156","177","2997","65932"
"2051","NZ_KX523901.1","Thalassobacter_stenotrophicus_","12","0","0","2997","65932"
"2052","MT441554.1","Thalassobacter_stenotrophicus_","18","0","0","2997","65932"
"2053","JN626286.1","Sinorhizobium_meliloti_1021_","37","119","152","4949","75228"
"2054","LN864819.1","Sinorhizobium_meliloti_1021_","57","119","152","4949","75228"
"2055","NZ_KX523901.1","Sinorhizobium_meliloti_1021_","12","61","60","4949","75228"
"2056","MT441554.1","Sinorhizobium_meliloti_1021_","18","92","93","4949","75228"
"2057","JN626286.1","Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149_","37","0","0","4503","46287"
"2058","LN864819.1","Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149_","57","0","0","4503","46287"
"2059","NZ_KX523901.1","Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149_","12","0","0","4503","46287"
"2060","MT441554.1","Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149_","18","0","0","4503","46287"
"2061","JN626286.1","Ralstonia_solanacearum_GMI1000_","37","249","358","5778","78200"
"2062","LN864819.1","Ralstonia_solanacearum_GMI1000_","57","249","358","5778","78200"
